Repository,Topics
Patent_Advisor,"advisor, ai, artificial-intelligence, chatgpt, custom-gpt, custom-gpts, gpt, gpt-store, gpts, legal, openai, patent, patented, patents, ai-patent, patent-advisor, patent-help, patent-helper, patenting"
Patreon,"business, company, content, content-creator, content-creators, creative, creator, design, engineering, patreon, subscriber, subscription, patreon-creator, sourceduty, digital-creator"
PCB_Architect,"ai, artificial-intelligence, chatgpt, custom-gpt, electronics, electronics-engineering, gpt, gpts, pcb, pcb-design, pcb-layout, pcb-ai"
PC_Design,"computer, computers, custom-pc, gaming-pc, pc, pc-build, pc-case, pc-design, pcs, design, engineering, info, pc-engineering, research"
PDF_Image_Extractor,"ai, artificial-intelligence, chatgpt, custom-gpt, gpt, gpt-store, gpts, image, image-extraction, image-tool, images, openai, pdf, pdf-image, pdf-images, ai-image-extraction, pdf-image-extractor"
PDF_to_Image,"ai, artificial-intelligence, chatgpt, custom-gpt, custom-gpts, customgpt, format, format-tool, gpts, images, pdf, pdf-converter, pdf-images, pdf-to-image, pdf-tool, pdfs, ai-pdf"
Per-key_RGB_Keyboard,"backlight, concept, controller, keyboard, led, mechanical, mechanical-keyboard, rgb, concept-idea, keyboard-led, keyboards, idea-concept, keyboard-idea, per-key-rgb, idea, keyboard-shortcuts, open-source"
Personality_Template,"ai, artificial-intelligence, clone, clones, id, identity, personal, personality, human-clone, personality-clone, ai-personality, personality-ai, personality-program, personality-template, programmed-personality, indentity-profile"
Photo_Location,"ai, chatgpt, location, locator, photo, photo-location, image-location"
Physics_Experiments,"concept, idea, ideas, physics, sci-fi, science, science-research, simulation, physics-simulation, simulator, simulatrion"
Pi-PC_Case,"computer-case, concept, concept-idea, electronics, idea, pc-case, raspberry-pi, rpi, pi-computer, pi-pc, computer-hardware, electronics-project, electronics-projects, hardware"
Plain_Text,"chatgpt, gpt, guide, help, plain-text, text, txt, ai, artificial-intelligence, custom-gpt, plain-text-guide, text-guide, text-organization"
Plant_Food_Creator,"ai, artificial-intelligence, chatgpt, eating, food, meals, openai, plant-based, plant-food, plants, ai-food, creative-food, food-creator, food-design, food-developer"
Plan_Generator,"ai, ai-planning, artificial-intelligence, chatgpt, custom-gpt, custom-gpts, customgpts, gpts, gptstore, openai, openai-gpt, plan, plan-tool, planning, planning-tool, plans, tool, ai-plan"
PlayerCode,"font, free, open-source, sourceduty, playercode"
Playlist_Generator,"ai, chatgpt, custom-gpt, gpt, list, music, musical, playlist, playlists, suggested, music-audio, music-list, suggested-music"
Policies,"business, company, ethics, guide, guidelines, policies, policy, rules, sourceduty, sourceduty-business, business-policy, sourceduty-ai"
Political_Critic,"ai, ai-government, artificial-intelligence, custom-gpt, custom-gpts, government, gpt, gpt-store, gpts, openai, political, politics, ai-gov, gov-ai, political-ai"
Political_Simulator,"artificial-intelligence, chatgpt, custom-gpt, custom-gpts, customgpts, gpt, gpt-store, gpts, gptstore, openai, political, simulated, simulation, simulator, political-simulation, political-simulator"
Popular_Perfection,"concept, concept-idea, idea, perfect, perfection, social-science, society, sociology, conceptual-knowledge, standard, standardization, standards, ai, artificial-intelligence, artificial-superintelligence, asi"
Pothole_Prediction,"maintenance, pothole, potholes, prediction, predictive, problem, public-transport, road, roadway, roadworks, transportation, transportation-planning"
POV,"concept, hierarchy, hierarchy-structure, idea, note, point-of-view, pov, science"
Power-Time_Logger,"arduino, power, time, log, logger, logging, free, gadget, sourceduty, 1602, lcd-shield, power-time-logger, arduino-project, arduino-uno, time-log, power-log, power-time-log, concept, concept-idea, electronics"
Power_Grid_Simulator,"ai, artificial-intelligence, chatgpt, custom-gpt, custom-gpts, energy, energy-grid, gpts, openai, power, power-grid, simulated, simulation, simulator, power-grid-simulation, power-simulation"
Predictions,"ai, business, design, engineering, future-prediction, note, notes, predicted, predictions, technology, world"
Prediction_Proof,"ai, chatgpt, custom-gpt, custom-gpts, disprove, future, future-predictions, gpts, prediction, prediction-model, predictions, proof, prove, proving, prediction-proof, crystal-ball, future-prediction"
Predictive_Route,"ai, cars, concept, future, geography, machine-learning, predictive, road, roads, topography, transportation, vehicle, racecar, racing, routes-navigation, vehicles"
Primary-Secondary,"history, master-slave, master-slave-architecture, mastered, slave, slave-history, slave-master, slavery, slaves, terminology, computer-slave, connotation"
Process,"info, information, process, process-development, process-management, process-manager, processing, processor, research, digital-process, physical-process, process-model, process-modelling, process-system, process-diagram, process-architect, process-developer, superprocess, supersystem"
Process_Automation,"ai, ai-automation, artificial-intelligence, automation, chatgpt, diagram, openai, process, process-automation, process-model, process-diagram, process-modeling, processing, processor, network-process, process-diagrams, process-structure, petri-net, workflow"
Process_Diagram,"diagram, io, process, processes, processing, sequence, series, sourceduty, theory, process-theory, ai, artificial-intelligence, chatgpt, custom-gpt, gpt, petri-net, petri-nets, petri-net-diagram, workflow, workflows"
Product_Analyst,"ai, amazon-product, amazon-products, analyst, artificial-intelligence, chatgpt, custom-gpt, custom-gpts, gpt, gpts, openai, product-analyst, products, ai-amazon, amazon-ai"
Product_Authenticator,"ai, antiques, artificial-intelligence, authentic, authentication, chatgpt, custom-gpt, gpt, gpt-builder, gpt-store, gpts, openai, product-authenticator, product-authenticity"
Product_Benchmark,"ai, artificial-intelligence, benchmarking, chatgpt, custom-gpt, custom-gpts, gpts, openai, product, product-assessment, product-research, products, research, product-benchmark"
Product_Demand,"ai, analysis, artificial-intelligence, business, chatgpt, custom-gpt, custom-gpts, demand, demand-modeling, openai, product, retail, demand-analysis, product-demand, demand-dynamics, necessitation, ai-business, business-tool, product-business"
Product_Demo,"ai, ai-product, chatgpt, custom-gpt, gpt, gpts, product, product-demo, product-ai, product-tool, ai-demo, artificial-intelligence, custom-gpts, demo, demonstration, openai, product-demonstration"
Product_Design,"ai, artificial-intelligence, design, design-analysis, designer, industrial-design, product-design, product-design-analysis, product-design-tools, product-designer"
Product_Design_Analysis,"ai, ai-design, analysis, artificial-intelligence, chatgpt, custom-gpt, design, design-analysis, design-tool, designer, designs, gpt, product-design, research, design-report, design-trend, trend, analysis-trend, trending-design"
Product_Lifecycle,"ai, artificial-intelligence, brand, business, business-tool, chatgpt, company, custom-gpt, custom-gpts, gpt, gpts, gptstore, openai, product-lifecycle, product-popularity, product-research, products, research"
Product_Rating,"5-stars, ai, artificial-intelligence, chatgpt, custom-gpt, custom-gpts, gpt, gpts, openai, product, product-rating, product-reviews, products, shopping, ai-product-review, product-rating-tool, rating, ratings, ai-rating, rating-review"
Product_Tester,"ai, artificial-intelligence, chatgpt, custom-gpt, custom-gpt-tool, custom-gpts, gpt, gpts, openai, product, product-test, product-testing, products, product-tester"
Professionalize,"ai, artificial-intelligence, chatgpt, custom-gpt, gpt, gpts, openai, pro, professional, professionalize, job, profession, training, work, workplace, workplaces, professionality"
Professional_Value,"ai, artificial-intelligence, business, chatgpt, company, custom-gpt, employee, employer, evaluation, experience, gpts, pro, professional, professional-experience, valuation, value, business-experience, professional-value"
Programming_Compatibility,"compatibility, hardware, languages, programming, programming-language, software, hardware-language, language-compatability, programming-compatibility, software-language, info, research"
Programming_Complexity,"ai, ai-programming, artificial-intelligence, chatgpt, complexity, custom-gpt, custom-gpts, gpt, gpts, programming, complexity-report, programming-assessment, programming-complexity"
Programming_Diagnostics,"ai, ai-programming, analysis, artificial-intelligence, chatgpt, custom-gpts, diagnostics, gpt, gpts, openai, programming, programming-tool, programming-analysis, programming-diagnostics"
Programming_Language_Writer,"ai-developer, ai-programming, architect, artificial-intelligence, chatgpt, code-writer, custom-gpt, gpt, programming, programming-language, writer, ai-code-writer, code-developer, code-language, programming-developer, improved-language, language-improvement, automated-developer"
Program_Performance,"ai, ai-tool, artificial-intelligence, chatgpt, chtgpt, custom-gpt, custom-gpts, gpt, gpts, openai, optimize, performance, performance-testing, program, programming, programming-tool, tool, program-performance"
Promotion_Planner,"ai, artificial-intelligence, business, business-tool, chatgpt, custom-gpt, custom-gpts, gpt, gpt-store, gpts, gptstore, promo, promotional, ai-promo, promo-plan, promo-tool, promotional-planmning"
Provenance,"business, history, people, provenance, research, science, science-research, historic, significance, significant, object-provenance"
Public_Simulator,"ai, artificial-intelligence, chatgpt, educational, openai, public, real-world, realistic, simulation, near-realistic, public-simulator, public-eye, diplomat, diplomatics, international, political, politics"
Public_Work,"business, government, info, information, public, public-domain, public-project, publication, science, sourceduty, public-info, ai, artificial-intelligence, chatgpt, custom-gpts, free, free-stuff"
Python,"programming-language, py, python, python-language, python-pro, python-programming, programmaing, python-hacking, python-module, python-script, code, coder, program, developer, programmer, programming"
Python_Diagnostics,"ai, chatgpt, diagnostics, helpful, py, python, python-code, python-tool, chatgpt-tool"
Python_Game_Builder,"ai, artificial-intelligence, chatgpt, custom-gpt, game, game-builder, game-creator, game-developer, game-development, game-maker, gamer, games, gaming, gpt-store, gpts, open-ai, python-game"
Python_List_Lab,"concept, experiment, list, listing, lists, py, python, python-list, python-lists, python-programming, py-program"
Python_Simulator,"ai, artificial-intelligence, chatgpt, custom-gpt, gpt-builder, gpt-store, gpts, openai, py, python, python-ai, python-simulator, simulated, simulation, simulator, py-simulation"
Python_Utilities,"collection, python, recommended, sourceduty, tools, utilities, py, python-programming, python-tool, python-toolbox, tool, toolbox, toolset"
Quantum,"ai, artificial-intelligence, computer-science, gpt, quantum, quantum-algorithms, quantum-computer-simulator, quantum-computing, quantum-mechanics, science, simulator"
Quantum_Biology_Simulator,"ai, ai-science, artificial-intelligence, biology, chatgpt, chatgpt-ai, custom-gpt, gpt, gpt-store, gpts, openai, quantum-biology, science, ai-biology, ai-gpt, biology-expert, quantum-simulator, simulation, simulator"
Quantum_Reactor,"ai, artificial-intelligence, chatgpt, custom-gpt, custom-gpts, gpts, openai, quantum, quantum-computing, reactions, reactor, science, science-research, scientific-computing, simulation, simulator, quantum-reactor, reaction-science, quantum-reactions"
Quantum_Simulator,"ai, artificial-intelligence, chatgpt, custom-gpt, quantum, quantum-computing, quantum-simulation, quantum-simulator, simulate, simulation, simulator"
Quick_Thinker,"concept, game, gamer, games, idea, python, python-game, quick-thinker"
Rage_Wakeboarding,"concept, concept-design, game, game-concept, game-design, game-dev, gamer, games, gaming, wakeboarding"
Regional_Weather_Radar,"canada, canadian, concept, concept-idea, idea, ontario, regional, regions, weather, weather-radar"
Regulated_File_Manager,"concept, file, file-explorer, file-manager, files, management, regulate, regulation, sourceduty, windows"
Rename,"ai, bulk-rename, chatgpt, rename, rename-files, tool"
Repo_Card_Generator,"github, images, repo-card, repo-cards, repositories, repository, software-concept, ai, artificial-intelligence, chatgpt, openai"
Research_Automation,"ai, ai-research, artificial-intelligence, automation, automation-tool, chatbot, chatgpt, developer-tool, development, research, research-paper, research-program, research-project, research-tool, science, research-ai, research-automation, automated"
Research_Generator,"ai, ai-research, artificial-intelligence, chatgpt, custom-gpt, custom-gpts, gpt, gpts, openai, research, research-project, research-tool, researcher, assistive-research, research-generator"
Research_Planner,"ai, ai-research, artificial-intelligence, chatgpt, chatgpt-ai, gpt, gpt-store, gpts, gptstore, management, openai, planning, research, research-project, research-tool, researcher, researching, custtom-gpts, research-planner, research-and-development"
RetroMarioAirplane,"flappybird, game, games, mario, pc, retro, sourceduty, indie, indiegame, fangame"
Retropie_Le_Potato,"game, games, gba, gbc, how-to, install, instructions, libre, nes, nintendo, play, retro, retropie, roms, le-potato, libre-computer, pi, raspberry-pi, rpi, tutorial"
Retrowriter,"ai, artificial-intelligence, chatgpt, custom-gpt, customgpt, document, openai, writing, retro-writer, retro-writing, retrowriter, text-writing, gpt, ai-writer, ai-writing, writer, writing-software, writing-tool"
Reused_Satellites,"astrophysics, earth, outer-space, planets, sat, satellite, satellite-engineering, satellites, science, space, space-design, space-engineering, astroscience, satellite-design, space-hardware, sci, sci-fi, science-fiction"
Reverse_Engineer,"ai, artificial-intelligence, chatgpt, custom-gpt, engineering, gpt, gpts, openai, reverse-engineer, reverse-engineering"
Right-Click_Converter,"context-menu, menu, microsoft, right-click, windows, default"
Road_Director,"ai, artificial-intelligence, chatgpt, custom-gpt, custom-gpts, gpt, gpt-store, gpts, openai, roads, roadway, road-analysis, road-work"
Road_Optimizer,"ai, artificial-intelligence, chatgpt, environment, improvement, openai-chatgpt, road, road-safety, roads, roadway, safety, travel, road-optimizer, driving, google, google-roads, street-view, streets"
Russo-Ukrainian_War,"eurpean, future, histroy, modern-warfare, russian, russian-war, russo-ukrainian-war, ukraine-invasion, ukrainian, war, wars, wartime, modern-war, unkraine, warfare, world-at-war, war-world, ai, chatgpt"
Safety_Recalls,"product-recall, products, recall, records, shopping, transaction"
Sam_Altman,"ai, ai-chat, ai-chatbot, artificial-intelligence, boss, ceo, chat, chatbot, chatgpt, custom-gpt, custom-gpts, gpt, gpts, impersonator, sam-altman, sam-altman-openai, ai-impersonation, boss-bot, ceo-bot"
Science,"fact, fiction, knowledge, sci, science, science-research, scientific, scientific-computing, study, ai, artificial-intelligence, scientist, science-data, sci-fi"
ScreenTimeBreak,"arduino, break, notification, reminder, time, timer, uno, free, gadget, sourceduty, 1602, lcd-shield"
Scuba_Zip,"ai, artificial-intelligence, chatgpt, custom-gpt, custom-gpts, customgpts, diver, diving, gpt, gpts, openai, scuba, scuba-diving, tool, ai-scuba, scuba-diver, scuba-tool"
Search_Multiplier,"ai, concept, experimental, search, search-algorithm, searching, web-search, artificial-intelligence, openai, chatgpt, custom-gpt, expanded, gpt, searching-algorithm, web-seach, search-expand"
Search_Programmer,"ai, ai-developer, ai-tool, chatgpt, developer, developer-tool, development, programmer, programming, search, search-program, searches, searching, tool, tools, web-search, search-automation, search-programmer, search-programming"
Security_Simulator,"ai, ai-security, analysis, artificial-intelligence, crime, research, security, security-research, simulated, simulation, simulator, tool, security-ai, security-simulator"
Sediment_Coagulation,"chem, chemical, chemicals, chemistry, concept, diving, environment, scuba-diving, sediment, sedimentation, swimming, water"
Seedling_Location_Optimizer,"concept, concept-idea, environment, forest, forest-planning, idea, new-tree, planting-trees, seedling, seedlings, software-concept, tree, tree-location, trees, seedling-location, tree-planning, tree-science, tree-seedling, landscape"
Send_to_New_Folder,"concept, idea, send-to, windows-10, windows-11, windows-os, send-to-menu, send-to-new-folder, software-idea, windows-menu, folder, new-folder, organization"
Sequenced_File_Folders,"concept, folder, folders, idea, inspiration, open-source, sequencing, file-folder, file-folders"
Serial_Format,"ai, ai-tool, artificial-intelligence, chatgpt, custom-gpt, gpt-store, gpts, openai, serial-numbers, serialization, tool, ai-chatgpt, ai-serialization, serial-codes, serial-number-tool, serialization-tool, serial-number"
Serial_Simulator,"arduino, concept, data, idea, pyduino, python, serial-communication, serial-port, software-concept, concept-idea"
Set_Stage_Design,"directing, film, filming, movie, movies, set-design, video, videos, film-director, movie-design, movie-director, stage-design, movie-film, movie-sets, actors, stunts, movie-stunts"
Shoreline_Trimmer,"boat, boats, concept, concept-design, forest, forestry, tree-cutting, trees, trimming, canal-boat, river-boat, saw-boat, tree-boat, tree-cutting-boat, tree-trimmer, work-boat"
Simple_Chatbot,"bot, chat, chatbot, conversation, conversational-bots"
Simulated_Boss,"ai, ai-simulator, artificial-intelligence, chatgpt, corporate, custom-gpt, customgpts, enterprise, gpt, gpts, openai, sim, simulated, simulation, ai-sim, boss-sim, boss-simulator, bossing, business-boss, company"
Skateboating,"concept, concept-idea, design, game, game-concept, game-design, game-design-document, game-designer, game-dev, game-development, game-idea, gdd, idea, skateboarding"
Skateless_Hockey,"concept, concept-design, game, game-concept, game-development, game-mode, gamer, games, gaming, gdd, mode, hockey-game"
Sketch_GUI,"ai-gui, artificial-intelligence, chatgpt, custom-gpts, design, designer, gpt, gpt-store, gui, gui-design, gui-designer, handdrawn, gui-drawing, sketch-gui, gui-sketch, ai"
Skydive_Dirt_Biking,"airborne, dirt-bikes, fun, motocross, motorbike, motorcycle, paragliding, sports, dirt-bike, dirt-biking, extreme-sports, paraglide-motocross, skydive-dirt-biking"
SkyTetris,"game, py, pygame, python, tetris, games, retro, sourceduty, free, fangame, indie"
Sliced_GIF_Maker,"creative, gif, gif-maker, gifs, image, image-gif, image-processing, image-to-gif, program, python, python-gif, python-gui, python-idea, sliced-gif, unique-process"
Smart_Folder,"concept, concept-idea, file-folder, file-folder-management, folders, future-idea, idea, ideas, microsoft, new-idea, os, programming, windows, windows-os, ai-folder, folder-idea, os-idea, smart-folder, windows-idea"
Smart_Laundry_Basket,"clothes, concept, concept-design, design, electronic, electronics, hamper, smart-basket, smart-hamper"
Smart_Web_Search,"concept, google, google-search, idea, search, searching, smart-search, software-concept, web-seach"
SMS_Games,"ascii, games, gaming, mobile, smartphone, sms, text"
SMS_Web_Search,"google, google-search, mobile, simplified, smartphone, sms, text-message, texts, sms-web-search"
Snow_Load,"ai, artificial-intelligence, chatgpt, custom-gpt, gpt, gpts, gptstore, math, mathematics, snow, winter, snow-load, snow-loads, snow-math, snow-tool, winter-math"
Social_Security,"government, info, information, investigations, people, police, research, school, schooling, services, social-security, social-structure, structure, social-management, social-monitoring, social-organization"
Software_Intelligence,"ai, artificial-intelligence, chatgpt, custom-gpt, gpt, gpts, intelligence, intelligence-analysis, software, software-development, software-testing-tools, tool"
Soil_Analyzer,"arduino, dirt, environment, soil, analyzer, concept, concept-idea, idea, science, test, tester, testing, dirt-analyzer, soil-tester"
sourceduty,"sourceduty, repositories, repo-index, code, concepts, ideas, linux, open-source, pi, python, source-code, windows, index, library, repo, repos, concep-ideas, repository-index"
Sourceduty_2,"business, company, sourceduty, subsidiary, concept, idea, plan, planning, sourceduty-business, sourceduty-company, 2, coke-2, sourceduty-2"
Sourceduty_Business,"business, business-model, business-plan, canadian, company, creative, design, designer, develop, developer, development, digital-business, new-business, sourceduty, creative-business, creative-company, entrepreneur"
Sourceduty_Calculator,"calculator, concept, math, math-tool, mathematics, py, python, python-calculator, sourceduty, templated, templates, calculator-templates, math-template, custom-calculator, calculations"
Sourceduty_News,"business, business-news, business-tool, company, company-news, custom-gpt, custom-gpts, gpt, gpts, gptstore, news, sourceduty, updates, ai, artificial-intelligence"
Sourceduty_Notepad,"app, application, note, notepad, notes, program, python, software, sourceduty, notepad-app, open-source, project, python-project, note-tool, text, text-note, plain-text, text-notes, txt, notepads"
Sourceduty_OS,"concept, idea, os, sourceduty, brand, business, company, concept-idea, sourceduty-business, sourceduty-company, concept-os, sourceduty-os, operating-system, custom-os, os-plan, future, future-os, future-plan"
Sourceduty_Services,"ai, artificial-intelligence, business, car-design, chatgpt, custom-gpts, dall-e-3, designer, developer, digital-asset, digital-service, digital-services, freelance, industrial-design, openai, product-design, programming, services"
Source_Invaders,"coming-soon, fps, game, game-concept, game-design, game-dev, game-development, games, inspired, space-invaders, under-development, zombies"
Space,"data, earth, info, information, lunar, mars, moon, sci, science, space, space-science, space-sciences-lab, space-station, spacex, space-sci, nasa, space-research, artificial-sunshine, sci-fi"
SpaceX_Starship,"design, rocket, rocket-design, rocket-science, rockets, rocketship, science, spacex, starship, spacex-design, starship-design, aeronautics, astronaut, cargo, mars, robots, tesla, tesla-bot, tesla-robots, live-twice"
Space_Agencies,"aerospace, astronaut, astronautics, astronomy, data, earth, info, mars, nasa, reasearch, rockets, space, space-science, as-research, space-agency"
Space_Maintenance,"astronaut, fun, international-space-station, iss, maintainance, maintained, outer-space, science, simulator, space, space-science, space-station, internationa-space, game, iss-game, ai, artificial-intelligence, customgpt, gpt"
Space_Station_Guide,"concept, concept-idea, idea, international-space-station, international-space-station-tracker, iss, pi, pi-project, space-station"
Spelling_Solver,"ai, ai-game, artificial-intelligence, chatgpt, custom-gpt, educational, educational-game, game, gpt, spell, spelling-game, ai-spelling-game, spelling-solver, games, education, learning, school"
Sphere_Tanks,"concept-design, game, game-concept, game-design, game-dev, game-development, gamer, games, sphere-tanks, sci-fi, science-fiction"
Sports_Insider,"ai-tool, artificial-intelligence, chatgpt, custom-gpt, custom-gpts, gpt, gpts, openai, sports, sports-analytics, ai-sports, sports-fanatic, sports-insider, sports-tool, sports-data, sports-player, nascar, nba, hockey, nhl"
Sports_Product,"action-figure, dall-e, dall-e-3, fanatic, product-boxes, sports, indoor-sports, outdoor-sports, sports-action-figure, sports-product, sports-ai, ai, artificial-intelligence, chatgpt, custom-gpt, gpt-store, gpts, sports-memorabilia, esports, e-sports"
Spot_the_Difference,"comparing, comparison, comparitive, funny, funny-memes, lookalike, meme, meme-maker, memes, funny-meme, meme-dataset, meme-files, new-memes, spot-the-difference, dataset, kaggle, kaggle-data"
SQL,"data, data-pool, data-science, data-structures, database, databases, programming, software, software-engineering, sql, structured-query-language, database-management, database-management-system, domain-specific-language"
Standard_Government,"ai, analysis, artificial-intelligence, chatgpt, custom-gpt, customgpt, government, gpt, gpts, openai, research-tool, government-ai, government-research, international"
Standard_Laptops,"computer, computers, concept, design, electronics, idea, laptop, laptop-design, tech, technology, electronics-design, electronics-engineering, laptop-computer, laptop-hardware, laptops"
Starlink,"internet, spacex, spacex-starlink, starlink, wifi"
Startup_Business_Agent,"ai, ai-business, ai-tool, artificial-intelligence, business, business-tool, chatgpt, chatgpt-ai, company, custom-gpt, gpt, gpts, gptstore, openai, startup-business, startups, up-and-coming"
Sticky_Ball,"concept, game, game-design, game-dev, game-development, gamer, games, gaming, idea, inspired, new-game, video-game, sticky-ball"
Stock_Market_AI,"ai, artificial-intelligence, business, chatgpt, gpt, gpt-4, money, stock-market, stock-market-ai, stock-market-prediction, stocks, finance, market, market-simulation, market-simulator, simulate, simulator, ai-simulator"
Storage_Organization,"ai, artificial-intelligence, chatgpt, custom-gpt, gpt-store, gpts, openai, organization, storage-space, ai-organization, storage-ai, storage-help, storage-organization, storage-organizer, storage-space-ai, storage"
Subsidiary_Business,"ai, ai-business, ai-tool, artificial-intelligence, business-development, business-structure, business-tool, chatgpt, company, custom-gpt, gpt, gpts, subsidiary, business-expansion, business-subsidiary, subsidiary-business, subsidiary-tool"
Sudoku_Challenge,"ai, artificial-intelligence, cheater, code-contest, codecup, competition, competitive-programming, contest, hack, hacker, hacking, program, python, money-contest, chatgpt"
Sugar_Sensor,"arduino, arduino-sensor, pi, raspberry-pi, sensor, sensor-data, arduino-idea, data-sensor, hardware-idea, pi-idea, sugar-sensor, sugar-detector"
System_Structure,"ai, artificial-intelligence, chatgpt, custom-gpt, custom-gpts, gpt, openai, structure-design, system, system-design, system-generator, system-programming, system-structure"
Tactical_Grizzly,"concept, concept-design, fps, game, game-design, game-dev, game-development, game-idea, idea, shooter"
Tactical_Vehicle_Strategy,"military, planning, strategy, tactical, vehicle-management, vehicle-management-system, vehicles, vehicular, war, wars, military-planning, military-vehicle, war-plan, war-tech, ai, artificial-intelligence, chatgpt, customgpt, gpt"
Tattoo_Scars,"info, information, research, scars, skin, tattoo, tattoo-artists, tattooing, tattoos, scarring, skin-scars, tattoo-artist, tattoo-psychology, tattood"
Tax_Loophole,"ai, artificial-intelligence, business, business-money, business-tax, chatgpt, custom-gpt, gpt, gpts, loophole, loopholes, money, openai, tax, taxes, tax-law, tax-law-loopholes, tax-loophole"
Termux,"android, apps, codes, concept, developer, ideas, mobile-dev, programs, python, python-dev, python-mobile, python-termux, scripts, termux, termux-android, mobile-python, py-android"
Terrorism,"data, government, information, terrorism, terrorist-attacks, mass-murder, terrorists, death, humor, memes, news, terror, glorification, mass-shootings, terrorism-analysis, terrorist-activities"
Tesla_Coil,"electrical, electrical-engineering, electricity, historic, history, nikola-tesla, notes, research, research-project, superpowered, tesla, tesla-coil, wireless, tesla-coils, tesla-invention, wireless-energy"
Tesla_Design,"business, car-design, cars, company, design, designs, elon-musk, product-design, product-designer, products, tesla, tesla-cars, teslamotors, tesla-design, tesla-motors"
Tesla_Turbine,"design, electrical-engineering, electricity, electronics, engineering, history, mechanical, mechanical-engineering, mechanics, nikola-tesla, notes, pump, research, tesla, tesla-turbine, turbine, tesla-electricity, science"
Text_Emulator,"author, authors, book, books, documents, emulation, emulator, text, writer, writing"
Text_File_Name_Suggestion,"file-name, files, name-generator, sourceduty"
Theorem_Proof,"ai, artificial-intelligence, chatgpt, custom-gpt, custom-gpts, gpt, gpts, math-ai, math-assistant, math-tool, proof, math-proof, mathermatical, theorem-proof, proven, math-proofing, theorem-proving, theorem, theory, meth-theory"
Theory_Proof,"ai, ai-math, artificial-intelligence, chatgpt, custom-gpt, custom-gpts, gpt, gpts, science, solving, theorem-proving, theoretical, theory, theoretical-tool, theory-solution, theory-tool, theory-proof, proof-of-work, proofing"
Thermal_Goggles,"concept, concept-design, concept-idea, electronics, fictional, goggles, sci-fi, science, science-fiction, thermal, thermal-vision, concept-product, gadget, gizmo, thermal-goggles"
Thermal_Imaging_Microwave,"concept, design, electronics, engineering, idea, mark-rober, microwave, microwave-engineering, microwave-imaging, microwave-oven, patented, thermal-imaging, youtuber, thermal-imaging-microwave"
Thermal_Imaging_PC_Case,"computer, computer-case, computers, concept, concept-idea, electronics, electronics-engineering, idea, pc, pc-case, thermal-imaging, patent-pending, pc-design, pc-engineering, thermal-imaging-pc, sci-fi"
The_Corporation_of_Canada,"canada, canadian, companies, company, concept, corporate, government, idea, incorporation, private, private-business, government-company, government-concept, private-corporation, private-government, canadian-government, the-government-of-canada"
Thinkability,"agi, ai, artificial-intelligence, asi, chatgpt, custom-gpt, gpt, human-like, human-like-ai, openai, software, software-intelligence, thought, thinkability"
Throwback_Legends,"concept, game, game-concept, game-design, game-dev, games, idea, retro-games, video-game, video-game-development, video-games, game-history, gamer, gaming, retro-gamer"
Timed_Calculator,"calculations, calculator, concept, python, timed-calculator, experiment, experimental"
Timeless_Products,"consumer-products, product, product-design, product-development, products, timeless, timeless-product, timeless-product-design, timeless-products, info, research, research-and-development"
Topology_Optimize,"abstraction, ai, analysis, chatgpt, chatgpt-ai, custom-gpts, customgpt, diagram, gpt, gpts, grid, mesh, network, openai, optimal, optimization, topology, artificial-intelligence"
Trading_Bot_Simulator,"ai, artificial-intelligence, chatgpt, custom-gpt, simulate, simulator, trading, trading-bot, trading-simulator, virtual-chatbot, simulated-bot, simulated-trading, simulating, simulation, chatbot-simulator"
Trains,"info, information, locomotive, research, research-and-development, train, train-tracks, trains, train-design, caboose, train-engine, transit, transport, transportation, travel, train-car, train-info"
Transvalue_Developer,"ai, ai-tool, artificial-intelligence, chatgpt, custom-gpt, customgpt, customgpts, gpt, gpts, openai, social-development, artificial-intelligence-tool, social-tool, transvalue, transvalue-developer, transformation, transformer"
Trash_Capacity,"concept, icon, icons, idea, software-concept, sourceduty, trash, trashcan"
Travel_Notepad,"application, custom-notepad, international-travel, note, note-tool, notepad, notepad-app, notes, notes-tool, plain-text, program, python, text, tool, travel-tool, txt, travel-note, travel-notes"
Travel_Spots,"ai, artificial-intelligence, chatgpt, custom-gpts, customgpt, destinations, gpts, gptstore, international-travel, national-travel, openai, places, travel, travel-spot, travel-tool, traveller, travelling, travels, travel-spots"
Treasure_Hunt,"ai, chatgpt, concept, free, game, gamer, games, idea, python, text-adventure-game, text-based-game, text-game, treasure-hunt"
Trending_Business,"ai, business, business-intelligence, business-tool, chatgpt, custom-gpt, gpt, trend, trending, trending-topics, trending-business"
TV_Channels,"business, business-model, canada, canadian, concept, consolidation, idea, television, tv, tv-channel"
Tweet_Marketplace,"buy, buy-sell, marketplace, sell, tweet, tweets, twitter, x, concept, conceptual, idea, concept-software"
Tweet_Prescheduler,"manage, manager, schedule, social, social-media, tweet, tweetdeck, twitter, x, preschedule"
Twitter,"social-media, twitter, x, rebrand, social-media-x, tweet, tweets, business, company, corporation, rebranding, rebranded, twitter-x, twitter-bird"
UFO_Traffic_Light,"alien, concept, concept-idea, design, designer, extraterrestrial, infrastructure, lights, outer-space, roadway, traffic, traffic-light, traffic-lights, ufo, industrual-design, road-lights, street-light"
